match,teamInnings,battingPos,batsmanName,runs,balls,fours,sixes,SR,out/not_out,id,batsmanrName,Sr
RCB Vs Royals,RCB,2,Faf du Plessis,62,39,8,2,158.97,1,32,Faf du Plessis,158.97435897435898
RCB Vs Royals,RCB,3,Shahbaz Ahmed,2,4,0,0,50.00,1,32,Shahbaz Ahmed,50.0
RCB Vs Royals,RCB,4,Glenn Maxwell,77,44,6,4,175.00,1,32,Glenn Maxwell,175.0
RCB Vs Royals,RCB,5,Mahipal Lomror,8,6,1,0,133.33,1,32,Mahipal Lomror,133.33333333333331
RCB Vs Royals,RCB,6,Dinesh Karthik ,16,13,2,0,123.07,1,32,Dinesh Karthik ,123.07692307692308
RCB Vs Royals,RCB,7,Suyash Prabhudessai,0,2,0,0,0.00,1,32,Suyash Prabhudessai,0.0
RCB Vs Royals,RCB,8,Wanindu Hasaranga,6,7,0,0,85.71,1,32,Wanindu Hasaranga,85.71428571428571
RCB Vs Royals,RCB,9,David Willey,4,2,1,0,200.00,0,32,David Willey,200.0
RCB Vs Royals,RCB,10,Vijaykumar Vyshak,0,1,0,0,0.00,1,32,Vijaykumar Vyshak,0.0
RCB Vs Royals,RCB,11,Mohammed Siraj,1,1,0,0,100.00,0,32,Mohammed Siraj,100.0
RCB Vs Royals,Royals,1,Yashasvi Jaiswal,47,37,5,2,127.02,1,32,Yashasvi Jaiswal,127.02702702702702
RCB Vs Royals,Royals,2,Jos Buttler,0,2,0,0,0.00,1,32,Jos Buttler,0.0
RCB Vs Royals,Royals,3,Devdutt Padikkal,52,34,7,1,152.94,1,32,Devdutt Padikkal,152.94117647058823
RCB Vs Royals,Royals,4,Sanju Samson(c) ,22,15,2,1,146.66,1,32,Sanju Samson ,146.66666666666666
RCB Vs Royals,Royals,5,Shimron Hetmyer,3,9,0,0,33.33,1,32,Shimron Hetmyer,33.33333333333333
RCB Vs Royals,Royals,6,Dhruv Jurel,34,16,2,2,212.50,0,32,Dhruv Jurel,212.5
RCB Vs Royals,Royals,7,Ravichandran Ashwin,12,6,2,0,200.00,1,32,Ravichandran Ashwin,200.0
RCB Vs Royals,Royals,8,Abdul Basith,1,1,0,0,100.00,0,32,Abdul Basith,100.0
Super Kings Vs KKR,Super Kings,1,Ruturaj Gaikwad,35,20,2,3,175.00,1,33,Ruturaj Gaikwad,175.0
Super Kings Vs KKR,Super Kings,2,Devon Conway,56,40,4,3,140.00,1,33,Devon Conway,140.0
Super Kings Vs KKR,Super Kings,3,Ajinkya Rahane,71,29,6,5,244.82,0,33,Ajinkya Rahane,244.82758620689654
Super Kings Vs KKR,Super Kings,4,Shivam Dube,50,21,2,5,238.09,1,33,Shivam Dube,238.0952380952381
Super Kings Vs KKR,Super Kings,5,Ravindra Jadeja,18,8,0,2,225.00,1,33,Ravindra Jadeja,225.0
Super Kings Vs KKR,Super Kings,6,MS Dhoni(c) ,2,3,0,0,66.66,0,33,MS Dhoni ,66.66666666666666
Super Kings Vs KKR,KKR,1,Narayan Jagadeesan ,1,3,0,0,33.33,1,33,Narayan Jagadeesan ,33.33333333333333
Super Kings Vs KKR,KKR,2,Sunil Narine,0,3,0,0,0.00,1,33,Sunil Narine,0.0
Super Kings Vs KKR,KKR,3,Venkatesh Iyer,20,20,2,1,100.00,1,33,Venkatesh Iyer,100.0
Super Kings Vs KKR,KKR,4,Nitish Rana(c),27,20,4,1,135.00,1,33,Nitish Rana,135.0
Super Kings Vs KKR,KKR,5,Jason Roy,61,26,5,5,234.61,1,33,Jason Roy,234.6153846153846
Super Kings Vs KKR,KKR,6,Rinku Singh,53,33,3,4,160.60,0,33,Rinku Singh,160.6060606060606
Super Kings Vs KKR,KKR,7,Andre Russell,9,6,0,1,150.00,1,33,Andre Russell,150.0
Super Kings Vs KKR,KKR,8,David Wiese,1,2,0,0,50.00,1,33,David Wiese,50.0
Super Kings Vs KKR,KKR,9,Umesh Yadav,4,4,0,0,100.00,1,33,Umesh Yadav,100.0
Super Kings Vs KKR,KKR,10,Varun Chakravarthy,0,3,0,0,0.00,0,33,Varun Chakravarthy,0.0
Capitals Vs Sunrisers,Capitals,1,David Warner(c),21,20,2,1,105.00,1,34,David Warner,105.0
Capitals Vs Sunrisers,Capitals,2,Phil Salt ,0,1,0,0,0.00,1,34,Phil Salt ,0.0
Capitals Vs Sunrisers,Capitals,3,Mitchell Marsh,25,15,5,0,166.66,1,34,Mitchell Marsh,166.66666666666669
Capitals Vs Sunrisers,Capitals,4,Sarfaraz Khan,10,9,0,1,111.11,1,34,Sarfaraz Khan,111.11111111111111
Capitals Vs Sunrisers,Capitals,5,Manish Pandey,34,27,2,0,125.92,1,34,Manish Pandey,125.92592592592592
Capitals Vs Sunrisers,Capitals,6,Aman Hakim Khan,4,2,1,0,200.00,1,34,Aman Hakim Khan,200.0
Capitals Vs Sunrisers,Capitals,7,Axar Patel,34,34,4,0,100.00,1,34,Axar Patel,100.0
Capitals Vs Sunrisers,Capitals,8,Ripal Patel,5,6,0,0,83.33,1,34,Ripal Patel,83.33333333333334
Capitals Vs Sunrisers,Capitals,9,Anrich Nortje,2,2,0,0,100.00,1,34,Anrich Nortje,100.0
Capitals Vs Sunrisers,Capitals,10,Kuldeep Yadav,4,3,1,0,133.33,0,34,Kuldeep Yadav,133.33333333333331
Capitals Vs Sunrisers,Capitals,11,Ishant Sharma,1,1,0,0,100.00,0,34,Ishant Sharma,100.0
Capitals Vs Sunrisers,Sunrisers,1,Harry Brook,7,14,0,0,50.00,1,34,Harry Brook,50.0
Capitals Vs Sunrisers,Sunrisers,2,Mayank Agarwal,49,39,7,0,125.64,1,34,Mayank Agarwal,125.64102564102564
Capitals Vs Sunrisers,Sunrisers,3,Rahul Tripathi,15,21,0,0,71.42,1,34,Rahul Tripathi,71.42857142857143
Capitals Vs Sunrisers,Sunrisers,4,Abhishek Sharma,5,5,0,0,100.00,1,34,Abhishek Sharma,100.0
Capitals Vs Sunrisers,Sunrisers,5,Aiden Markram(c),3,5,0,0,60.00,1,34,Aiden Markram,60.0
Capitals Vs Sunrisers,Sunrisers,6,Heinrich Klaasen ,31,19,3,1,163.15,1,34,Heinrich Klaasen ,163.1578947368421
Capitals Vs Sunrisers,Sunrisers,7,Washington Sundar,24,15,3,0,160.00,0,34,Washington Sundar,160.0
Capitals Vs Sunrisers,Sunrisers,8,Marco Jansen,2,3,0,0,66.66,0,34,Marco Jansen,66.66666666666666
Titans Vs Mumbai,Titans,1,Wriddhiman Saha ,4,7,0,0,57.14,1,35,Wriddhiman Saha ,57.14285714285714
Titans Vs Mumbai,Titans,2,Shubman Gill,56,34,7,1,164.70,1,35,Shubman Gill,164.70588235294116
Titans Vs Mumbai,Titans,3,Hardik Pandya(c),13,14,1,0,92.85,1,35,Hardik Pandya,92.85714285714286
Titans Vs Mumbai,Titans,4,Vijay Shankar,19,16,1,1,118.75,1,35,Vijay Shankar,118.75
Titans Vs Mumbai,Titans,5,David Miller,46,22,2,4,209.09,1,35,David Miller,209.0909090909091
Titans Vs Mumbai,Titans,6,Abhinav Manohar,42,21,3,3,200.00,1,35,Abhinav Manohar,200.0
Titans Vs Mumbai,Titans,7,Rahul Tewatia,20,5,0,3,400.00,0,35,Rahul Tewatia,400.0
Titans Vs Mumbai,Titans,8,Rashid Khan,2,1,0,0,200.00,0,35,Rashid Khan,200.0
Titans Vs Mumbai,Mumbai,1,Rohit Sharma(c),2,8,0,0,25.00,1,35,Rohit Sharma,25.0
Titans Vs Mumbai,Mumbai,2,Ishan Kishan ,13,21,1,0,61.90,1,35,Ishan Kishan ,61.904761904761905
Titans Vs Mumbai,Mumbai,3,Cameron Green,33,26,0,3,126.92,1,35,Cameron Green,126.92307692307692
Titans Vs Mumbai,Mumbai,4,Tilak Varma,2,3,0,0,66.66,1,35,Tilak Varma,66.66666666666666
Titans Vs Mumbai,Mumbai,5,Suryakumar Yadav,23,12,3,1,191.66,1,35,Suryakumar Yadav,191.66666666666669
Titans Vs Mumbai,Mumbai,6,Tim David,0,2,0,0,0.00,1,35,Tim David,0.0
Titans Vs Mumbai,Mumbai,7,Nehal Wadhera,40,21,3,3,190.47,1,35,Nehal Wadhera,190.47619047619045
Titans Vs Mumbai,Mumbai,8,Piyush Chawla,18,12,1,1,150.00,1,35,Piyush Chawla,150.0
Titans Vs Mumbai,Mumbai,9,Arjun Tendulkar,13,9,0,1,144.44,1,35,Arjun Tendulkar,144.44444444444443
Titans Vs Mumbai,Mumbai,10,Jason Behrendorff,3,4,0,0,75.00,0,35,Jason Behrendorff,75.0
Titans Vs Mumbai,Mumbai,11,Riley Meredith,0,2,0,0,0.00,0,35,Riley Meredith,0.0
KKR Vs RCB,KKR,1,Jason Roy,56,29,4,5,193.10,1,36,Jason Roy,193.10344827586206
KKR Vs RCB,KKR,2,Narayan Jagadeesan ,27,29,4,0,93.10,1,36,Narayan Jagadeesan ,93.10344827586206
KKR Vs RCB,KKR,3,Venkatesh Iyer,31,26,3,0,119.23,1,36,Venkatesh Iyer,119.23076923076923
KKR Vs RCB,KKR,4,Nitish Rana(c),48,21,3,4,228.57,1,36,Nitish Rana,228.57142857142856
KKR Vs RCB,KKR,5,Andre Russell,1,2,0,0,50.00,1,36,Andre Russell,50.0
KKR Vs RCB,KKR,6,Rinku Singh,18,10,2,1,180.00,0,36,Rinku Singh,180.0
KKR Vs RCB,KKR,7,David Wiese,12,3,0,2,400.00,0,36,David Wiese,400.0
KKR Vs RCB,RCB,1,Virat Kohli(c),54,37,6,0,145.94,1,36,Virat Kohli,145.94594594594594
KKR Vs RCB,RCB,2,Faf du Plessis,17,7,1,2,242.85,1,36,Faf du Plessis,242.85714285714283
KKR Vs RCB,RCB,3,Shahbaz Ahmed,2,5,0,0,40.00,1,36,Shahbaz Ahmed,40.0
KKR Vs RCB,RCB,4,Glenn Maxwell,5,4,1,0,125.00,1,36,Glenn Maxwell,125.0
KKR Vs RCB,RCB,5,Mahipal Lomror,34,18,1,3,188.88,1,36,Mahipal Lomror,188.88888888888889
KKR Vs RCB,RCB,6,Dinesh Karthik ,22,18,1,1,122.22,1,36,Dinesh Karthik ,122.22222222222223
KKR Vs RCB,RCB,7,Suyash Prabhudessai,10,9,1,0,111.11,1,36,Suyash Prabhudessai,111.11111111111111
KKR Vs RCB,RCB,8,Wanindu Hasaranga,5,4,0,0,125.00,1,36,Wanindu Hasaranga,125.0
KKR Vs RCB,RCB,9,David Willey,11,10,1,0,110.00,0,36,David Willey,110.00000000000001
KKR Vs RCB,RCB,10,Vijaykumar Vyshak,13,8,0,1,162.50,0,36,Vijaykumar Vyshak,162.5
Royals Vs Super Kings,Royals,1,Yashasvi Jaiswal,77,43,8,4,179.06,1,37,Yashasvi Jaiswal,179.06976744186048
Royals Vs Super Kings,Royals,2,Jos Buttler,27,21,4,0,128.57,1,37,Jos Buttler,128.57142857142858
Royals Vs Super Kings,Royals,3,Sanju Samson(c) ,17,17,1,0,100.00,1,37,Sanju Samson ,100.0
Royals Vs Super Kings,Royals,4,Shimron Hetmyer,8,10,0,0,80.00,1,37,Shimron Hetmyer,80.0
Royals Vs Super Kings,Royals,5,Dhruv Jurel,34,15,3,2,226.66,1,37,Dhruv Jurel,226.66666666666666
Royals Vs Super Kings,Royals,6,Devdutt Padikkal,27,13,5,0,207.69,0,37,Devdutt Padikkal,207.6923076923077
Royals Vs Super Kings,Royals,7,Ravichandran Ashwin,1,1,0,0,100.00,0,37,Ravichandran Ashwin,100.0
Royals Vs Super Kings,Super Kings,1,Ruturaj Gaikwad,47,29,5,1,162.06,1,37,Ruturaj Gaikwad,162.06896551724137
Royals Vs Super Kings,Super Kings,2,Devon Conway,8,16,1,0,50.00,1,37,Devon Conway,50.0
Royals Vs Super Kings,Super Kings,3,Ajinkya Rahane,15,13,0,0,115.38,1,37,Ajinkya Rahane,115.38461538461537
Royals Vs Super Kings,Super Kings,4,Shivam Dube,52,33,2,4,157.57,1,37,Shivam Dube,157.57575757575756
Royals Vs Super Kings,Super Kings,5,Ambati Rayudu,0,2,0,0,0.00,1,37,Ambati Rayudu,0.0
Royals Vs Super Kings,Super Kings,6,Moeen Ali,23,12,2,2,191.66,1,37,Moeen Ali,191.66666666666669
Royals Vs Super Kings,Super Kings,7,Ravindra Jadeja,23,15,3,0,153.33,0,37,Ravindra Jadeja,153.33333333333334
Super Giants Vs Punjab Kings,Super Giants,1,KL Rahul(c),12,9,1,1,133.33,1,38,KL Rahul,133.33333333333331
Super Giants Vs Punjab Kings,Super Giants,2,Kyle Mayers,54,24,7,4,225.00,1,38,Kyle Mayers,225.0
Super Giants Vs Punjab Kings,Super Giants,3,Ayush Badoni,43,24,3,3,179.16,1,38,Ayush Badoni,179.16666666666669
Super Giants Vs Punjab Kings,Super Giants,4,Marcus Stoinis,72,40,6,5,180.00,1,38,Marcus Stoinis,180.0
Super Giants Vs Punjab Kings,Super Giants,5,Nicholas Pooran ,45,19,7,1,236.84,1,38,Nicholas Pooran ,236.84210526315786
Super Giants Vs Punjab Kings,Super Giants,6,Deepak Hooda,11,6,2,0,183.33,0,38,Deepak Hooda,183.33333333333331
Super Giants Vs Punjab Kings,Super Giants,7,Krunal Pandya,5,2,1,0,250.00,0,38,Krunal Pandya,250.0
Super Giants Vs Punjab Kings,Punjab Kings,1,Prabhsimran Singh,9,13,2,0,69.23,1,38,Prabhsimran Singh,69.23076923076923
Super Giants Vs Punjab Kings,Punjab Kings,2,Shikhar Dhawan(c),1,2,0,0,50.00,1,38,Shikhar Dhawan,50.0
Super Giants Vs Punjab Kings,Punjab Kings,3,Atharva Taide,66,36,8,2,183.33,1,38,Atharva Taide,183.33333333333331
Super Giants Vs Punjab Kings,Punjab Kings,4,Sikandar Raza,36,22,4,1,163.63,1,38,Sikandar Raza,163.63636363636365
Super Giants Vs Punjab Kings,Punjab Kings,5,Liam Livingstone,23,14,2,1,164.28,1,38,Liam Livingstone,164.28571428571428
Super Giants Vs Punjab Kings,Punjab Kings,6,Sam Curran,21,11,2,1,190.90,1,38,Sam Curran,190.9090909090909
Super Giants Vs Punjab Kings,Punjab Kings,7,Jitesh Sharma ,24,10,0,3,240.00,1,38,Jitesh Sharma ,240.0
Super Giants Vs Punjab Kings,Punjab Kings,8,M Shahrukh Khan,6,9,0,0,66.66,1,38,M Shahrukh Khan,66.66666666666666
Super Giants Vs Punjab Kings,Punjab Kings,9,Rahul Chahar,0,1,0,0,0.00,1,38,Rahul Chahar,0.0
Super Giants Vs Punjab Kings,Punjab Kings,10,Kagiso Rabada,0,1,0,0,0.00,1,38,Kagiso Rabada,0.0
Super Giants Vs Punjab Kings,Punjab Kings,11,Arshdeep Singh,2,2,0,0,100.00,0,38,Arshdeep Singh,100.0
KKR Vs Titans,KKR,1,Narayan Jagadeesan ,19,15,4,0,126.66,1,39,Narayan Jagadeesan ,126.66666666666666
KKR Vs Titans,KKR,2,Rahmanullah Gurbaz,81,39,5,7,207.69,1,39,Rahmanullah Gurbaz,207.6923076923077
KKR Vs Titans,KKR,3,Shardul Thakur,0,4,0,0,0.00,1,39,Shardul Thakur,0.0
KKR Vs Titans,KKR,4,Venkatesh Iyer,11,14,0,0,78.57,1,39,Venkatesh Iyer,78.57142857142857
KKR Vs Titans,KKR,5,Nitish Rana(c),4,3,1,0,133.33,1,39,Nitish Rana,133.33333333333331
KKR Vs Titans,KKR,6,Rinku Singh,19,20,0,1,95.00,1,39,Rinku Singh,95.0
KKR Vs Titans,KKR,7,Andre Russell,34,19,2,3,178.94,1,39,Andre Russell,178.94736842105263
KKR Vs Titans,KKR,8,David Wiese,8,6,0,1,133.33,0,39,David Wiese,133.33333333333331
KKR Vs Titans,Titans,1,Wriddhiman Saha ,10,10,1,0,100.00,1,39,Wriddhiman Saha ,100.0
KKR Vs Titans,Titans,2,Shubman Gill,49,35,8,0,140.00,1,39,Shubman Gill,140.0
KKR Vs Titans,Titans,3,Hardik Pandya(c),26,20,2,1,130.00,1,39,Hardik Pandya,130.0
KKR Vs Titans,Titans,4,Vijay Shankar,51,24,2,5,212.50,0,39,Vijay Shankar,212.5
KKR Vs Titans,Titans,5,David Miller,32,18,2,2,177.77,0,39,David Miller,177.77777777777777
Sunrisers Vs Capitals,Sunrisers,1,Abhishek Sharma,67,36,12,1,186.11,1,40,Abhishek Sharma,186.11111111111111
Sunrisers Vs Capitals,Sunrisers,2,Mayank Agarwal,5,6,1,0,83.33,1,40,Mayank Agarwal,83.33333333333334
Sunrisers Vs Capitals,Sunrisers,3,Rahul Tripathi,10,6,0,1,166.66,1,40,Rahul Tripathi,166.66666666666669
Sunrisers Vs Capitals,Sunrisers,4,Aiden Markram(c),8,13,0,0,61.53,1,40,Aiden Markram,61.53846153846154
Sunrisers Vs Capitals,Sunrisers,5,Harry Brook,0,2,0,0,0.00,1,40,Harry Brook,0.0
Sunrisers Vs Capitals,Sunrisers,6,Heinrich Klaasen ,53,27,2,4,196.29,0,40,Heinrich Klaasen ,196.2962962962963
Sunrisers Vs Capitals,Sunrisers,7,Abdul Samad,28,21,1,2,133.33,1,40,Abdul Samad,133.33333333333331
Sunrisers Vs Capitals,Sunrisers,8,Akeal Hosein,16,10,1,1,160.00,0,40,Akeal Hosein,160.0
Sunrisers Vs Capitals,Capitals,1,David Warner(c),0,2,0,0,0.00,1,40,David Warner,0.0
Sunrisers Vs Capitals,Capitals,2,Phil Salt ,59,35,9,0,168.57,1,40,Phil Salt ,168.57142857142858
Sunrisers Vs Capitals,Capitals,3,Mitchell Marsh,63,39,1,6,161.53,1,40,Mitchell Marsh,161.53846153846155
Sunrisers Vs Capitals,Capitals,4,Manish Pandey,1,3,0,0,33.33,1,40,Manish Pandey,33.33333333333333
Sunrisers Vs Capitals,Capitals,5,Priyam Garg,12,9,1,0,133.33,1,40,Priyam Garg,133.33333333333331
Sunrisers Vs Capitals,Capitals,6,Sarfaraz Khan,9,10,1,0,90.00,1,40,Sarfaraz Khan,90.0
Sunrisers Vs Capitals,Capitals,7,Axar Patel,29,14,1,2,207.14,0,40,Axar Patel,207.14285714285717
Sunrisers Vs Capitals,Capitals,8,Ripal Patel,11,8,1,0,137.50,0,40,Ripal Patel,137.5
Super Kings Vs Punjab Kings,Super Kings,1,Ruturaj Gaikwad,37,31,4,1,119.35,1,41,Ruturaj Gaikwad,119.35483870967742
Super Kings Vs Punjab Kings,Super Kings,2,Devon Conway,92,52,16,1,176.92,0,41,Devon Conway,176.9230769230769
Super Kings Vs Punjab Kings,Super Kings,3,Shivam Dube,28,17,1,2,164.70,1,41,Shivam Dube,164.70588235294116
Super Kings Vs Punjab Kings,Super Kings,4,Moeen Ali,10,6,2,0,166.66,1,41,Moeen Ali,166.66666666666669
Super Kings Vs Punjab Kings,Super Kings,5,Ravindra Jadeja,12,10,0,0,120.00,1,41,Ravindra Jadeja,120.0
Super Kings Vs Punjab Kings,Super Kings,6,MS Dhoni(c) ,13,4,0,2,325.00,0,41,MS Dhoni ,325.0
Super Kings Vs Punjab Kings,Punjab Kings,1,Prabhsimran Singh,42,24,4,2,175.00,1,41,Prabhsimran Singh,175.0
Super Kings Vs Punjab Kings,Punjab Kings,2,Shikhar Dhawan(c),28,15,4,1,186.66,1,41,Shikhar Dhawan,186.66666666666666
Super Kings Vs Punjab Kings,Punjab Kings,3,Atharva Taide,13,17,0,0,76.47,1,41,Atharva Taide,76.47058823529412
Super Kings Vs Punjab Kings,Punjab Kings,4,Liam Livingstone,40,24,1,4,166.66,1,41,Liam Livingstone,166.66666666666669
Super Kings Vs Punjab Kings,Punjab Kings,5,Sam Curran,29,20,1,1,145.00,1,41,Sam Curran,145.0
Super Kings Vs Punjab Kings,Punjab Kings,6,Jitesh Sharma ,21,10,2,1,210.00,1,41,Jitesh Sharma ,210.0
Super Kings Vs Punjab Kings,Punjab Kings,7,M Shahrukh Khan,2,3,0,0,66.66,0,41,M Shahrukh Khan,66.66666666666666
Super Kings Vs Punjab Kings,Punjab Kings,8,Sikandar Raza,13,7,1,0,185.71,0,41,Sikandar Raza,185.71428571428572
Royals Vs Mumbai,Royals,1,Yashasvi Jaiswal,124,62,16,8,200.00,1,42,Yashasvi Jaiswal,200.0
Royals Vs Mumbai,Royals,2,Jos Buttler,18,19,2,1,94.73,1,42,Jos Buttler,94.73684210526315
Royals Vs Mumbai,Royals,3,Sanju Samson(c) ,14,10,1,1,140.00,1,42,Sanju Samson ,140.0
Royals Vs Mumbai,Royals,4,Devdutt Padikkal,2,4,0,0,50.00,1,42,Devdutt Padikkal,50.0
Royals Vs Mumbai,Royals,5,Jason Holder,11,9,0,1,122.22,1,42,Jason Holder,122.22222222222223
Royals Vs Mumbai,Royals,6,Shimron Hetmyer,8,9,0,1,88.88,1,42,Shimron Hetmyer,88.88888888888889
Royals Vs Mumbai,Royals,7,Dhruv Jurel,2,3,0,0,66.66,1,42,Dhruv Jurel,66.66666666666666
Royals Vs Mumbai,Royals,8,Ravichandran Ashwin,8,5,1,0,160.00,0,42,Ravichandran Ashwin,160.0
Royals Vs Mumbai,Royals,9,Trent Boult,0,0,0,0,-,0,42,Trent Boult,0.0
Royals Vs Mumbai,Mumbai,1,Rohit Sharma(c),3,5,0,0,60.00,1,42,Rohit Sharma,60.0
Royals Vs Mumbai,Mumbai,2,Ishan Kishan ,28,23,4,0,121.73,1,42,Ishan Kishan ,121.73913043478262
Royals Vs Mumbai,Mumbai,3,Cameron Green,44,26,4,2,169.23,1,42,Cameron Green,169.23076923076923
Royals Vs Mumbai,Mumbai,4,Suryakumar Yadav,55,29,8,2,189.65,1,42,Suryakumar Yadav,189.6551724137931
Royals Vs Mumbai,Mumbai,5,Tilak Varma,29,21,3,1,138.09,0,42,Tilak Varma,138.0952380952381
Royals Vs Mumbai,Mumbai,6,Tim David,45,14,2,5,321.42,0,42,Tim David,321.42857142857144
RCB Vs Super Giants,RCB,1,Virat Kohli,31,30,3,0,103.33,1,43,Virat Kohli,103.33333333333334
RCB Vs Super Giants,RCB,2,Faf du Plessis(c),44,40,1,1,110.00,1,43,Faf du Plessis,110.00000000000001
RCB Vs Super Giants,RCB,3,Anuj Rawat,9,11,0,0,81.81,1,43,Anuj Rawat,81.81818181818183
RCB Vs Super Giants,RCB,4,Glenn Maxwell,4,5,0,0,80.00,1,43,Glenn Maxwell,80.0
RCB Vs Super Giants,RCB,5,Suyash Prabhudessai,6,7,0,0,85.71,1,43,Suyash Prabhudessai,85.71428571428571
RCB Vs Super Giants,RCB,6,Dinesh Karthik ,16,11,1,1,145.45,1,43,Dinesh Karthik ,145.45454545454547
RCB Vs Super Giants,RCB,7,Mahipal Lomror,3,4,0,0,75.00,1,43,Mahipal Lomror,75.0
RCB Vs Super Giants,RCB,8,Wanindu Hasaranga,8,7,1,0,114.28,0,43,Wanindu Hasaranga,114.28571428571428
RCB Vs Super Giants,RCB,9,Karn Sharma,2,2,0,0,100.00,1,43,Karn Sharma,100.0
RCB Vs Super Giants,RCB,10,Mohammed Siraj,0,1,0,0,0.00,1,43,Mohammed Siraj,0.0
RCB Vs Super Giants,RCB,11,Josh Hazlewood,1,2,0,0,50.00,0,43,Josh Hazlewood,50.0
RCB Vs Super Giants,Super Giants,1,Kyle Mayers,0,2,0,0,0.00,1,43,Kyle Mayers,0.0
RCB Vs Super Giants,Super Giants,2,Ayush Badoni,4,11,0,0,36.36,1,43,Ayush Badoni,36.36363636363637
RCB Vs Super Giants,Super Giants,3,Krunal Pandya,14,11,3,0,127.27,1,43,Krunal Pandya,127.27272727272727
RCB Vs Super Giants,Super Giants,4,Deepak Hooda,1,2,0,0,50.00,1,43,Deepak Hooda,50.0
RCB Vs Super Giants,Super Giants,5,Marcus Stoinis,13,19,0,1,68.42,1,43,Marcus Stoinis,68.42105263157895
RCB Vs Super Giants,Super Giants,6,Nicholas Pooran ,9,7,0,1,128.57,1,43,Nicholas Pooran ,128.57142857142858
RCB Vs Super Giants,Super Giants,7,Krishnappa Gowtham,23,13,1,2,176.92,1,43,Krishnappa Gowtham,176.9230769230769
RCB Vs Super Giants,Super Giants,8,Ravi Bishnoi,5,10,0,0,50.00,1,43,Ravi Bishnoi,50.0
RCB Vs Super Giants,Super Giants,9,Amit Mishra,19,30,2,0,63.33,1,43,Amit Mishra,63.33333333333333
RCB Vs Super Giants,Super Giants,10,Naveen-ul-Haq,13,13,2,0,100.00,1,43,Naveen-ul-Haq,100.0
RCB Vs Super Giants,Super Giants,11,KL Rahul(c),0,3,0,0,0.00,0,43,KL Rahul,0.0
Capitals Vs Titans,Capitals,1,Phil Salt ,0,1,0,0,0.00,1,44,Phil Salt ,0.0
Capitals Vs Titans,Capitals,2,David Warner(c),2,2,0,0,100.00,1,44,David Warner,100.0
Capitals Vs Titans,Capitals,3,Priyam Garg,10,14,0,0,71.42,1,44,Priyam Garg,71.42857142857143
Capitals Vs Titans,Capitals,4,Rilee Rossouw,8,6,2,0,133.33,1,44,Rilee Rossouw,133.33333333333331
Capitals Vs Titans,Capitals,5,Manish Pandey,1,4,0,0,25.00,1,44,Manish Pandey,25.0
Capitals Vs Titans,Capitals,6,Axar Patel,27,30,2,1,90.00,1,44,Axar Patel,90.0
Capitals Vs Titans,Capitals,7,Aman Hakim Khan,51,44,3,3,115.90,1,44,Aman Hakim Khan,115.90909090909092
Capitals Vs Titans,Capitals,8,Ripal Patel,23,13,2,1,176.92,1,44,Ripal Patel,176.9230769230769
Capitals Vs Titans,Capitals,9,Anrich Nortje,3,6,0,0,50.00,0,44,Anrich Nortje,50.0
Capitals Vs Titans,Capitals,10,Kuldeep Yadav,0,1,0,0,0.00,0,44,Kuldeep Yadav,0.0
Capitals Vs Titans,Titans,1,Wriddhiman Saha ,0,6,0,0,0.00,1,44,Wriddhiman Saha ,0.0
Capitals Vs Titans,Titans,2,Shubman Gill,6,7,1,0,85.71,1,44,Shubman Gill,85.71428571428571
Capitals Vs Titans,Titans,3,Hardik Pandya(c),59,53,7,0,111.32,0,44,Hardik Pandya,111.32075471698113
Capitals Vs Titans,Titans,4,Vijay Shankar,6,9,1,0,66.66,1,44,Vijay Shankar,66.66666666666666
Capitals Vs Titans,Titans,5,David Miller,0,3,0,0,0.00,1,44,David Miller,0.0
Capitals Vs Titans,Titans,6,Abhinav Manohar,26,33,0,1,78.78,1,44,Abhinav Manohar,78.78787878787878
Capitals Vs Titans,Titans,7,Rahul Tewatia,20,7,0,3,285.71,1,44,Rahul Tewatia,285.7142857142857
Capitals Vs Titans,Titans,8,Rashid Khan,3,2,0,0,150.00,0,44,Rashid Khan,150.0
Super Giants Vs ,Super Giants,1,Manan Vohra,10,11,1,0,90.90,1,45,Manan Vohra,90.9090909090909
Super Giants Vs ,Super Giants,2,Kyle Mayers,14,17,2,0,82.35,1,45,Kyle Mayers,82.35294117647058
Super Giants Vs ,Super Giants,3,Karan Sharma,9,16,0,0,56.25,1,45,Karan Sharma,56.25
Super Giants Vs ,Super Giants,4,Krunal Pandya(c),0,1,0,0,0.00,1,45,Krunal Pandya,0.0
Super Giants Vs ,Super Giants,5,Marcus Stoinis,6,4,1,0,150.00,1,45,Marcus Stoinis,150.0
Super Giants Vs ,Super Giants,6,Nicholas Pooran ,20,31,0,0,64.51,1,45,Nicholas Pooran ,64.51612903225806
Super Giants Vs ,Super Giants,7,Ayush Badoni,59,33,2,4,178.78,0,45,Ayush Badoni,178.78787878787878
Super Giants Vs ,Super Giants,8,Krishnappa Gowtham,1,3,0,0,33.33,1,45,Krishnappa Gowtham,33.33333333333333
Punjab Kings Vs Mumbai,Punjab Kings,1,Prabhsimran Singh,9,7,1,0,128.57,1,46,Prabhsimran Singh,128.57142857142858
Punjab Kings Vs Mumbai,Punjab Kings,2,Shikhar Dhawan(c),30,20,5,0,150.00,1,46,Shikhar Dhawan,150.0
