match,teamInnings,battingPos,batsmanName,runs,balls,fours,sixes,SR,out/not_out,id,batsmanrName,Sr
Punjab Kings Vs Mumbai,Punjab Kings,3,Matthew Short,27,26,2,1,103.84,1,46,Matthew Short,103.84615384615385
Punjab Kings Vs Mumbai,Punjab Kings,4,Liam Livingstone,82,42,7,4,195.23,0,46,Liam Livingstone,195.23809523809524
Punjab Kings Vs Mumbai,Punjab Kings,5,Jitesh Sharma ,49,27,5,2,181.48,0,46,Jitesh Sharma ,181.4814814814815
Punjab Kings Vs Mumbai,Mumbai,1,Rohit Sharma(c),0,3,0,0,0.00,1,46,Rohit Sharma,0.0
Punjab Kings Vs Mumbai,Mumbai,2,Ishan Kishan ,75,41,7,4,182.92,1,46,Ishan Kishan ,182.9268292682927
Punjab Kings Vs Mumbai,Mumbai,3,Cameron Green,23,18,4,0,127.77,1,46,Cameron Green,127.77777777777777
Punjab Kings Vs Mumbai,Mumbai,4,Suryakumar Yadav,66,31,8,2,212.90,1,46,Suryakumar Yadav,212.9032258064516
Punjab Kings Vs Mumbai,Mumbai,5,Tim David,19,10,3,0,190.00,0,46,Tim David,190.0
Punjab Kings Vs Mumbai,Mumbai,6,Tilak Varma,26,10,1,3,260.00,0,46,Tilak Varma,260.0
KKR Vs Sunrisers,KKR,1,Jason Roy,20,19,4,0,105.26,1,47,Jason Roy,105.26315789473684
KKR Vs Sunrisers,KKR,2,Rahmanullah Gurbaz ,0,1,0,0,0.00,1,47,Rahmanullah Gurbaz ,0.0
KKR Vs Sunrisers,KKR,3,Venkatesh Iyer,7,4,1,0,175.00,1,47,Venkatesh Iyer,175.0
KKR Vs Sunrisers,KKR,4,Nitish Rana(c),42,31,3,3,135.48,1,47,Nitish Rana,135.48387096774192
KKR Vs Sunrisers,KKR,5,Rinku Singh,46,35,4,1,131.42,1,47,Rinku Singh,131.42857142857142
KKR Vs Sunrisers,KKR,6,Andre Russell,24,15,1,2,160.00,1,47,Andre Russell,160.0
KKR Vs Sunrisers,KKR,7,Sunil Narine,1,2,0,0,50.00,1,47,Sunil Narine,50.0
KKR Vs Sunrisers,KKR,8,Shardul Thakur,8,6,1,0,133.33,1,47,Shardul Thakur,133.33333333333331
KKR Vs Sunrisers,KKR,9,Anukul Roy,13,7,2,0,185.71,0,47,Anukul Roy,185.71428571428572
KKR Vs Sunrisers,KKR,10,Harshit Rana,0,1,0,0,0.00,1,47,Harshit Rana,0.0
KKR Vs Sunrisers,KKR,11,Vaibhav Arora,2,1,0,0,200.00,0,47,Vaibhav Arora,200.0
KKR Vs Sunrisers,Sunrisers,1,Abhishek Sharma,9,10,1,0,90.00,1,47,Abhishek Sharma,90.0
KKR Vs Sunrisers,Sunrisers,2,Mayank Agarwal,18,11,2,1,163.63,1,47,Mayank Agarwal,163.63636363636365
KKR Vs Sunrisers,Sunrisers,3,Rahul Tripathi,20,9,3,1,222.22,1,47,Rahul Tripathi,222.22222222222223
KKR Vs Sunrisers,Sunrisers,4,Aiden Markram(c),41,40,4,0,102.50,1,47,Aiden Markram,102.49999999999999
KKR Vs Sunrisers,Sunrisers,5,Harry Brook,0,4,0,0,0.00,1,47,Harry Brook,0.0
KKR Vs Sunrisers,Sunrisers,6,Heinrich Klaasen ,36,20,1,3,180.00,1,47,Heinrich Klaasen ,180.0
KKR Vs Sunrisers,Sunrisers,7,Abdul Samad,21,18,3,0,116.66,1,47,Abdul Samad,116.66666666666667
KKR Vs Sunrisers,Sunrisers,8,Marco Jansen,1,4,0,0,25.00,1,47,Marco Jansen,25.0
KKR Vs Sunrisers,Sunrisers,9,Bhuvneshwar Kumar,5,5,1,0,100.00,0,47,Bhuvneshwar Kumar,100.0
KKR Vs Sunrisers,Sunrisers,10,Mayank Markande,1,2,0,0,50.00,0,47,Mayank Markande,50.0
Royals Vs Titans,Royals,1,Yashasvi Jaiswal,14,11,1,1,127.27,1,48,Yashasvi Jaiswal,127.27272727272727
Royals Vs Titans,Royals,2,Jos Buttler,8,6,2,0,133.33,1,48,Jos Buttler,133.33333333333331
Royals Vs Titans,Royals,3,Sanju Samson(c) ,30,20,3,1,150.00,1,48,Sanju Samson ,150.0
Royals Vs Titans,Royals,4,Devdutt Padikkal,12,12,1,0,100.00,1,48,Devdutt Padikkal,100.0
Royals Vs Titans,Royals,5,Ravichandran Ashwin,2,6,0,0,33.33,1,48,Ravichandran Ashwin,33.33333333333333
Royals Vs Titans,Royals,6,Riyan Parag,4,6,0,0,66.66,1,48,Riyan Parag,66.66666666666666
Royals Vs Titans,Royals,7,Shimron Hetmyer,7,13,0,0,53.84,1,48,Shimron Hetmyer,53.84615384615385
Royals Vs Titans,Royals,8,Dhruv Jurel,9,8,1,0,112.50,1,48,Dhruv Jurel,112.5
Royals Vs Titans,Royals,9,Trent Boult,15,11,1,1,136.36,1,48,Trent Boult,136.36363636363635
Royals Vs Titans,Royals,10,Adam Zampa,7,9,0,0,77.77,1,48,Adam Zampa,77.77777777777779
Royals Vs Titans,Royals,11,Sandeep Sharma,2,5,0,0,40.00,0,48,Sandeep Sharma,40.0
Royals Vs Titans,Titans,1,Wriddhiman Saha ,41,34,5,0,120.58,0,48,Wriddhiman Saha ,120.58823529411764
Royals Vs Titans,Titans,2,Shubman Gill,36,35,6,0,102.85,1,48,Shubman Gill,102.85714285714285
Royals Vs Titans,Titans,3,Hardik Pandya(c),39,15,3,3,260.00,0,48,Hardik Pandya,260.0
Mumbai Vs Super Kings,Mumbai,1,Cameron Green,6,4,1,0,150.00,1,49,Cameron Green,150.0
Mumbai Vs Super Kings,Mumbai,2,Ishan Kishan ,7,9,1,0,77.77,1,49,Ishan Kishan ,77.77777777777779
Mumbai Vs Super Kings,Mumbai,3,Rohit Sharma(c),0,3,0,0,0.00,1,49,Rohit Sharma,0.0
Mumbai Vs Super Kings,Mumbai,4,Nehal Wadhera,64,51,8,1,125.49,1,49,Nehal Wadhera,125.49019607843137
Mumbai Vs Super Kings,Mumbai,5,Suryakumar Yadav,26,22,3,0,118.18,1,49,Suryakumar Yadav,118.18181818181819
Mumbai Vs Super Kings,Mumbai,6,Tristan Stubbs,20,21,2,0,95.23,1,49,Tristan Stubbs,95.23809523809523
Mumbai Vs Super Kings,Mumbai,7,Tim David,2,4,0,0,50.00,1,49,Tim David,50.0
Mumbai Vs Super Kings,Mumbai,8,Arshad Khan,1,2,0,0,50.00,1,49,Arshad Khan,50.0
Mumbai Vs Super Kings,Mumbai,9,Jofra Archer,3,2,0,0,150.00,0,49,Jofra Archer,150.0
Mumbai Vs Super Kings,Mumbai,10,Piyush Chawla,2,2,0,0,100.00,0,49,Piyush Chawla,100.0
Mumbai Vs Super Kings,Super Kings,1,Ruturaj Gaikwad,30,16,4,2,187.50,1,49,Ruturaj Gaikwad,187.5
Mumbai Vs Super Kings,Super Kings,2,Devon Conway,44,42,4,0,104.76,1,49,Devon Conway,104.76190476190477
Mumbai Vs Super Kings,Super Kings,3,Ajinkya Rahane,21,17,1,1,123.52,1,49,Ajinkya Rahane,123.52941176470588
Mumbai Vs Super Kings,Super Kings,4,Ambati Rayudu,12,11,0,1,109.09,1,49,Ambati Rayudu,109.09090909090908
Mumbai Vs Super Kings,Super Kings,5,Shivam Dube,26,18,0,3,144.44,0,49,Shivam Dube,144.44444444444443
Mumbai Vs Super Kings,Super Kings,6,MS Dhoni(c) ,2,3,0,0,66.66,0,49,MS Dhoni ,66.66666666666666
RCB Vs Capitals,RCB,1,Virat Kohli,55,46,5,0,119.56,1,50,Virat Kohli,119.56521739130434
RCB Vs Capitals,RCB,2,Faf du Plessis(c),45,32,5,1,140.62,1,50,Faf du Plessis,140.625
RCB Vs Capitals,RCB,3,Glenn Maxwell,0,1,0,0,0.00,1,50,Glenn Maxwell,0.0
RCB Vs Capitals,RCB,4,Mahipal Lomror,54,29,6,3,186.20,0,50,Mahipal Lomror,186.20689655172413
RCB Vs Capitals,RCB,5,Dinesh Karthik ,11,9,0,1,122.22,1,50,Dinesh Karthik ,122.22222222222223
RCB Vs Capitals,RCB,6,Anuj Rawat,8,3,0,1,266.66,0,50,Anuj Rawat,266.66666666666663
RCB Vs Capitals,Capitals,1,David Warner(c),22,14,3,1,157.14,1,50,David Warner,157.14285714285714
RCB Vs Capitals,Capitals,2,Phil Salt ,87,45,8,6,193.33,1,50,Phil Salt ,193.33333333333334
RCB Vs Capitals,Capitals,3,Mitchell Marsh,26,17,3,1,152.94,1,50,Mitchell Marsh,152.94117647058823
RCB Vs Capitals,Capitals,4,Rilee Rossouw,35,22,1,3,159.09,0,50,Rilee Rossouw,159.0909090909091
RCB Vs Capitals,Capitals,5,Axar Patel,8,3,0,1,266.66,0,50,Axar Patel,266.66666666666663
Titans Vs Super Giants,Titans,1,Wriddhiman Saha ,81,43,10,4,188.37,1,51,Wriddhiman Saha ,188.37209302325581
Titans Vs Super Giants,Titans,2,Shubman Gill,94,51,2,7,184.31,0,51,Shubman Gill,184.31372549019608
Titans Vs Super Giants,Titans,3,Hardik Pandya(c),25,15,1,2,166.66,1,51,Hardik Pandya,166.66666666666669
Titans Vs Super Giants,Titans,4,David Miller,21,12,2,1,175.00,0,51,David Miller,175.0
Titans Vs Super Giants,Super Giants,1,Kyle Mayers,48,32,7,2,150.00,1,51,Kyle Mayers,150.0
Titans Vs Super Giants,Super Giants,2,Quinton de Kock ,70,41,7,3,170.73,1,51,Quinton de Kock ,170.73170731707316
Titans Vs Super Giants,Super Giants,3,Deepak Hooda,11,11,0,0,100.00,1,51,Deepak Hooda,100.0
Titans Vs Super Giants,Super Giants,4,Marcus Stoinis,4,9,0,0,44.44,1,51,Marcus Stoinis,44.44444444444444
Titans Vs Super Giants,Super Giants,5,Nicholas Pooran,3,6,0,0,50.00,1,51,Nicholas Pooran,50.0
Titans Vs Super Giants,Super Giants,6,Ayush Badoni,21,11,1,2,190.90,1,51,Ayush Badoni,190.9090909090909
Titans Vs Super Giants,Super Giants,7,Swapnil Singh,2,4,0,0,50.00,0,51,Swapnil Singh,50.0
Titans Vs Super Giants,Super Giants,8,Krunal Pandya(c),0,1,0,0,0.00,1,51,Krunal Pandya,0.0
Titans Vs Super Giants,Super Giants,9,Ravi Bishnoi,4,5,1,0,80.00,0,51,Ravi Bishnoi,80.0
Royals Vs Sunrisers,Royals,1,Yashasvi Jaiswal,35,18,5,2,194.44,1,52,Yashasvi Jaiswal,194.44444444444443
Royals Vs Sunrisers,Royals,2,Jos Buttler,95,59,10,4,161.01,1,52,Jos Buttler,161.01694915254237
Royals Vs Sunrisers,Royals,3,Sanju Samson(c) ,66,38,4,5,173.68,0,52,Sanju Samson ,173.6842105263158
Royals Vs Sunrisers,Royals,4,Shimron Hetmyer,7,5,0,0,140.00,0,52,Shimron Hetmyer,140.0
Royals Vs Sunrisers,Sunrisers,1,Anmolpreet Singh,33,25,4,1,132.00,1,52,Anmolpreet Singh,132.0
Royals Vs Sunrisers,Sunrisers,2,Abhishek Sharma,55,34,5,2,161.76,1,52,Abhishek Sharma,161.76470588235296
Royals Vs Sunrisers,Sunrisers,3,Rahul Tripathi,47,29,2,3,162.06,1,52,Rahul Tripathi,162.06896551724137
Royals Vs Sunrisers,Sunrisers,4,Heinrich Klaasen ,26,12,2,2,216.66,1,52,Heinrich Klaasen ,216.66666666666666
Royals Vs Sunrisers,Sunrisers,5,Aiden Markram(c),6,5,1,0,120.00,1,52,Aiden Markram,120.0
Royals Vs Sunrisers,Sunrisers,6,Glenn Phillips,25,7,1,3,357.14,1,52,Glenn Phillips,357.14285714285717
Royals Vs Sunrisers,Sunrisers,7,Abdul Samad,17,7,0,2,242.85,0,52,Abdul Samad,242.85714285714283
Royals Vs Sunrisers,Sunrisers,8,Marco Jansen,3,2,0,0,150.00,0,52,Marco Jansen,150.0
Punjab Kings Vs KKR,Punjab Kings,1,Prabhsimran Singh,12,8,3,0,150.00,1,53,Prabhsimran Singh,150.0
Punjab Kings Vs KKR,Punjab Kings,2,Shikhar Dhawan(c),57,47,9,1,121.27,1,53,Shikhar Dhawan,121.27659574468086
Punjab Kings Vs KKR,Punjab Kings,3,Bhanuka Rajapaksa,0,3,0,0,0.00,1,53,Bhanuka Rajapaksa,0.0
Punjab Kings Vs KKR,Punjab Kings,4,Liam Livingstone,15,9,3,0,166.66,1,53,Liam Livingstone,166.66666666666669
Punjab Kings Vs KKR,Punjab Kings,5,Jitesh Sharma ,21,18,0,2,116.66,1,53,Jitesh Sharma ,116.66666666666667
Punjab Kings Vs KKR,Punjab Kings,6,Sam Curran,4,9,0,0,44.44,1,53,Sam Curran,44.44444444444444
Punjab Kings Vs KKR,Punjab Kings,7,Rishi Dhawan,19,11,1,1,172.72,1,53,Rishi Dhawan,172.72727272727272
Punjab Kings Vs KKR,Punjab Kings,8,M Shahrukh Khan,21,8,3,1,262.50,0,53,M Shahrukh Khan,262.5
Punjab Kings Vs KKR,Punjab Kings,9,Harpreet Brar,17,9,2,1,188.88,0,53,Harpreet Brar,188.88888888888889
Punjab Kings Vs KKR,KKR,1,Jason Roy,38,24,8,0,158.33,1,53,Jason Roy,158.33333333333331
Punjab Kings Vs KKR,KKR,2,Rahmanullah Gurbaz ,15,12,1,1,125.00,1,53,Rahmanullah Gurbaz ,125.0
Punjab Kings Vs KKR,KKR,3,Nitish Rana(c),51,38,6,1,134.21,1,53,Nitish Rana,134.21052631578948
Punjab Kings Vs KKR,KKR,4,Venkatesh Iyer,11,13,0,0,84.61,1,53,Venkatesh Iyer,84.61538461538461
Punjab Kings Vs KKR,KKR,5,Andre Russell,42,23,3,3,182.60,1,53,Andre Russell,182.6086956521739
Punjab Kings Vs KKR,KKR,6,Rinku Singh,21,10,2,1,210.00,0,53,Rinku Singh,210.0
Punjab Kings Vs KKR,KKR,7,Shardul Thakur,0,0,0,0,-,0,53,Shardul Thakur,0.0
RCB Vs Mumbai,RCB,1,Virat Kohli,1,4,0,0,25.00,1,54,Virat Kohli,25.0
RCB Vs Mumbai,RCB,2,Faf du Plessis(c),65,41,5,3,158.53,1,54,Faf du Plessis,158.53658536585365
RCB Vs Mumbai,RCB,3,Anuj Rawat,6,4,1,0,150.00,1,54,Anuj Rawat,150.0
RCB Vs Mumbai,RCB,4,Glenn Maxwell,68,33,8,4,206.06,1,54,Glenn Maxwell,206.06060606060606
RCB Vs Mumbai,RCB,5,Mahipal Lomror,1,3,0,0,33.33,1,54,Mahipal Lomror,33.33333333333333
RCB Vs Mumbai,RCB,6,Dinesh Karthik ,30,18,4,1,166.66,1,54,Dinesh Karthik ,166.66666666666669
RCB Vs Mumbai,RCB,7,Kedar Jadhav,12,10,1,0,120.00,0,54,Kedar Jadhav,120.0
RCB Vs Mumbai,RCB,8,Wanindu Hasaranga,12,8,2,0,150.00,0,54,Wanindu Hasaranga,150.0
RCB Vs Mumbai,Mumbai,1,Ishan Kishan ,42,21,4,4,200.00,1,54,Ishan Kishan ,200.0
RCB Vs Mumbai,Mumbai,2,Rohit Sharma(c),7,8,1,0,87.50,1,54,Rohit Sharma,87.5
RCB Vs Mumbai,Mumbai,3,Suryakumar Yadav,83,35,7,6,237.14,1,54,Suryakumar Yadav,237.14285714285714
RCB Vs Mumbai,Mumbai,4,Nehal Wadhera,52,34,4,3,152.94,0,54,Nehal Wadhera,152.94117647058823
RCB Vs Mumbai,Mumbai,5,Tim David,0,1,0,0,0.00,1,54,Tim David,0.0
RCB Vs Mumbai,Mumbai,6,Cameron Green,2,2,0,0,100.00,0,54,Cameron Green,100.0
Super Kings Vs Capitals,Super Kings,1,Ruturaj Gaikwad,24,18,4,0,133.33,1,55,Ruturaj Gaikwad,133.33333333333331
Super Kings Vs Capitals,Super Kings,2,Devon Conway,10,13,1,0,76.92,1,55,Devon Conway,76.92307692307693
Super Kings Vs Capitals,Super Kings,3,Ajinkya Rahane,21,20,2,0,105.00,1,55,Ajinkya Rahane,105.0
Super Kings Vs Capitals,Super Kings,4,Moeen Ali,7,12,0,0,58.33,1,55,Moeen Ali,58.333333333333336
Super Kings Vs Capitals,Super Kings,5,Shivam Dube,25,12,0,3,208.33,1,55,Shivam Dube,208.33333333333334
Super Kings Vs Capitals,Super Kings,6,Ambati Rayudu,23,17,1,1,135.29,1,55,Ambati Rayudu,135.29411764705884
Super Kings Vs Capitals,Super Kings,7,Ravindra Jadeja,21,16,1,1,131.25,1,55,Ravindra Jadeja,131.25
Super Kings Vs Capitals,Super Kings,8,MS Dhoni(c) ,20,9,1,2,222.22,1,55,MS Dhoni ,222.22222222222223
Super Kings Vs Capitals,Super Kings,9,Deepak Chahar,1,2,0,0,50.00,0,55,Deepak Chahar,50.0
Super Kings Vs Capitals,Super Kings,10,Tushar Deshpande,0,1,0,0,0.00,0,55,Tushar Deshpande,0.0
Super Kings Vs Capitals,Capitals,1,David Warner(c),0,2,0,0,0.00,1,55,David Warner,0.0
Super Kings Vs Capitals,Capitals,2,Phil Salt ,17,11,1,2,154.54,1,55,Phil Salt ,154.54545454545453
Super Kings Vs Capitals,Capitals,3,Mitchell Marsh,5,4,1,0,125.00,1,55,Mitchell Marsh,125.0
Super Kings Vs Capitals,Capitals,4,Manish Pandey,27,29,1,2,93.10,1,55,Manish Pandey,93.10344827586206
Super Kings Vs Capitals,Capitals,5,Rilee Rossouw,35,37,2,1,94.59,1,55,Rilee Rossouw,94.5945945945946
Super Kings Vs Capitals,Capitals,6,Ripal Patel,10,16,0,0,62.50,1,55,Ripal Patel,62.5
Super Kings Vs Capitals,Capitals,7,Axar Patel,21,12,2,1,175.00,1,55,Axar Patel,175.0
Super Kings Vs Capitals,Capitals,8,Aman Hakim Khan,2,3,0,0,66.66,0,55,Aman Hakim Khan,66.66666666666666
Super Kings Vs Capitals,Capitals,9,Lalit Yadav,12,5,3,0,240.00,1,55,Lalit Yadav,240.0
Super Kings Vs Capitals,Capitals,10,Kuldeep Yadav,0,1,0,0,0.00,0,55,Kuldeep Yadav,0.0
KKR Vs Royals,KKR,1,Jason Roy,10,8,2,0,125.00,1,56,Jason Roy,125.0
KKR Vs Royals,KKR,2,Rahmanullah Gurbaz ,18,12,1,2,150.00,1,56,Rahmanullah Gurbaz ,150.0
KKR Vs Royals,KKR,3,Venkatesh Iyer,57,42,2,4,135.71,1,56,Venkatesh Iyer,135.71428571428572
KKR Vs Royals,KKR,4,Nitish Rana(c),22,17,2,0,129.41,1,56,Nitish Rana,129.41176470588235
KKR Vs Royals,KKR,5,Andre Russell,10,10,0,1,100.00,1,56,Andre Russell,100.0
KKR Vs Royals,KKR,6,Rinku Singh,16,18,0,1,88.88,1,56,Rinku Singh,88.88888888888889
KKR Vs Royals,KKR,7,Shardul Thakur,1,2,0,0,50.00,1,56,Shardul Thakur,50.0
KKR Vs Royals,KKR,8,Anukul Roy,6,6,0,0,100.00,0,56,Anukul Roy,100.0
KKR Vs Royals,KKR,9,Sunil Narine,6,5,1,0,120.00,1,56,Sunil Narine,120.0
KKR Vs Royals,Royals,1,Yashasvi Jaiswal,98,47,12,5,208.51,0,56,Yashasvi Jaiswal,208.51063829787236
KKR Vs Royals,Royals,2,Jos Buttler,0,3,0,0,0.00,1,56,Jos Buttler,0.0
KKR Vs Royals,Royals,3,Sanju Samson(c) ,48,29,2,5,165.51,0,56,Sanju Samson ,165.51724137931035
Mumbai Vs Titans,Mumbai,1,Ishan Kishan ,31,20,4,1,155.00,1,57,Ishan Kishan ,155.0
Mumbai Vs Titans,Mumbai,2,Rohit Sharma(c),29,18,3,2,161.11,1,57,Rohit Sharma,161.11111111111111
Mumbai Vs Titans,Mumbai,3,Suryakumar Yadav,103,49,11,6,210.20,0,57,Suryakumar Yadav,210.20408163265304
Mumbai Vs Titans,Mumbai,4,Nehal Wadhera,15,7,1,1,214.28,1,57,Nehal Wadhera,214.28571428571428
Mumbai Vs Titans,Mumbai,5,Vishnu Vinod,30,20,2,2,150.00,1,57,Vishnu Vinod,150.0
Mumbai Vs Titans,Mumbai,6,Tim David,5,3,1,0,166.66,1,57,Tim David,166.66666666666669
Mumbai Vs Titans,Mumbai,7,Cameron Green,3,3,0,0,100.00,0,57,Cameron Green,100.0
Mumbai Vs Titans,Titans,1,Wriddhiman Saha ,2,5,0,0,40.00,1,57,Wriddhiman Saha ,40.0
Mumbai Vs Titans,Titans,2,Shubman Gill,6,9,0,0,66.66,1,57,Shubman Gill,66.66666666666666
Mumbai Vs Titans,Titans,3,Hardik Pandya(c),4,3,1,0,133.33,1,57,Hardik Pandya,133.33333333333331
Mumbai Vs Titans,Titans,4,Vijay Shankar,29,14,6,0,207.14,1,57,Vijay Shankar,207.14285714285717
Mumbai Vs Titans,Titans,5,David Miller,41,26,4,2,157.69,1,57,David Miller,157.69230769230768
Mumbai Vs Titans,Titans,6,Abhinav Manohar,2,3,0,0,66.66,1,57,Abhinav Manohar,66.66666666666666
Mumbai Vs Titans,Titans,7,Rahul Tewatia,14,13,1,0,107.69,1,57,Rahul Tewatia,107.6923076923077
Mumbai Vs Titans,Titans,8,Rashid Khan,79,32,3,10,246.87,0,57,Rashid Khan,246.875
Mumbai Vs Titans,Titans,9,Noor Ahmad,1,3,0,0,33.33,1,57,Noor Ahmad,33.33333333333333
Mumbai Vs Titans,Titans,10,Alzarri Joseph,7,12,1,0,58.33,0,57,Alzarri Joseph,58.333333333333336
Sunrisers Vs Super Giants,Sunrisers,1,Anmolpreet Singh,36,27,7,0,133.33,1,58,Anmolpreet Singh,133.33333333333331
Sunrisers Vs Super Giants,Sunrisers,2,Abhishek Sharma,7,5,1,0,140.00,1,58,Abhishek Sharma,140.0
Sunrisers Vs Super Giants,Sunrisers,3,Rahul Tripathi,20,13,4,0,153.84,1,58,Rahul Tripathi,153.84615384615387
Sunrisers Vs Super Giants,Sunrisers,4,Aiden Markram(c),28,20,2,1,140.00,1,58,Aiden Markram,140.0
Sunrisers Vs Super Giants,Sunrisers,5,Heinrich Klaasen ,47,29,3,3,162.06,1,58,Heinrich Klaasen ,162.06896551724137
Sunrisers Vs Super Giants,Sunrisers,6,Glenn Phillips,0,1,0,0,0.00,1,58,Glenn Phillips,0.0
Sunrisers Vs Super Giants,Sunrisers,7,Abdul Samad,37,25,1,4,148.00,0,58,Abdul Samad,148.0
Sunrisers Vs Super Giants,Sunrisers,8,Bhuvneshwar Kumar,2,1,0,0,200.00,0,58,Bhuvneshwar Kumar,200.0
Sunrisers Vs Super Giants,Super Giants,1,Kyle Mayers,2,14,0,0,14.28,1,58,Kyle Mayers,14.285714285714285
Sunrisers Vs Super Giants,Super Giants,2,Quinton de Kock ,29,19,3,1,152.63,1,58,Quinton de Kock ,152.63157894736844
Sunrisers Vs Super Giants,Super Giants,3,Prerak Mankad,64,45,7,2,142.22,0,58,Prerak Mankad,142.22222222222223
Sunrisers Vs Super Giants,Super Giants,4,Marcus Stoinis,40,25,2,3,160.00,1,58,Marcus Stoinis,160.0
Sunrisers Vs Super Giants,Super Giants,5,Nicholas Pooran,44,13,3,4,338.46,0,58,Nicholas Pooran,338.46153846153845
Punjab Kings Vs Capitals,Punjab Kings,1,Prabhsimran Singh,103,65,10,6,158.46,1,59,Prabhsimran Singh,158.46153846153845
Punjab Kings Vs Capitals,Punjab Kings,2,Shikhar Dhawan(c),7,5,0,1,140.00,1,59,Shikhar Dhawan,140.0
Punjab Kings Vs Capitals,Punjab Kings,3,Liam Livingstone,4,5,1,0,80.00,1,59,Liam Livingstone,80.0
Punjab Kings Vs Capitals,Punjab Kings,4,Jitesh Sharma ,5,5,1,0,100.00,1,59,Jitesh Sharma ,100.0
Punjab Kings Vs Capitals,Punjab Kings,5,Sam Curran,20,24,1,0,83.33,1,59,Sam Curran,83.33333333333334
Punjab Kings Vs Capitals,Punjab Kings,6,Harpreet Brar,2,5,0,0,40.00,1,59,Harpreet Brar,40.0
Punjab Kings Vs Capitals,Punjab Kings,7,M Shahrukh Khan,2,4,0,0,50.00,1,59,M Shahrukh Khan,50.0
Punjab Kings Vs Capitals,Punjab Kings,8,Sikandar Raza,11,7,0,1,157.14,0,59,Sikandar Raza,157.14285714285714
Punjab Kings Vs Capitals,Punjab Kings,9,Rishi Dhawan,0,0,0,0,-,0,59,Rishi Dhawan,0.0
Punjab Kings Vs Capitals,Capitals,1,David Warner(c),54,27,10,1,200.00,1,59,David Warner,200.0
Punjab Kings Vs Capitals,Capitals,2,Phil Salt ,21,17,3,0,123.52,1,59,Phil Salt ,123.52941176470588
Punjab Kings Vs Capitals,Capitals,3,Mitchell Marsh,3,4,0,0,75.00,1,59,Mitchell Marsh,75.0
Punjab Kings Vs Capitals,Capitals,4,Rilee Rossouw,5,5,1,0,100.00,1,59,Rilee Rossouw,100.0
Punjab Kings Vs Capitals,Capitals,5,Axar Patel,1,2,0,0,50.00,1,59,Axar Patel,50.0
Punjab Kings Vs Capitals,Capitals,6,Manish Pandey,0,3,0,0,0.00,1,59,Manish Pandey,0.0
Punjab Kings Vs Capitals,Capitals,7,Aman Hakim Khan,16,18,1,1,88.88,1,59,Aman Hakim Khan,88.88888888888889
Punjab Kings Vs Capitals,Capitals,8,Praveen Dubey,16,20,2,0,80.00,1,59,Praveen Dubey,80.0
Punjab Kings Vs Capitals,Capitals,9,Kuldeep Yadav,10,17,0,0,58.82,0,59,Kuldeep Yadav,58.82352941176471
Punjab Kings Vs Capitals,Capitals,10,Mukesh Kumar,6,7,0,0,85.71,0,59,Mukesh Kumar,85.71428571428571
RCB Vs Royals,RCB,1,Virat Kohli,18,19,1,0,94.73,1,60,Virat Kohli,94.73684210526315
RCB Vs Royals,RCB,2,Faf du Plessis(c),55,44,3,2,125.00,1,60,Faf du Plessis,125.0
RCB Vs Royals,RCB,3,Glenn Maxwell,54,33,5,3,163.63,1,60,Glenn Maxwell,163.63636363636365
RCB Vs Royals,RCB,4,Mahipal Lomror,1,2,0,0,50.00,1,60,Mahipal Lomror,50.0
RCB Vs Royals,RCB,5,Dinesh Karthik ,0,2,0,0,0.00,1,60,Dinesh Karthik ,0.0
RCB Vs Royals,RCB,6,Michael Bracewell,9,9,0,0,100.00,0,60,Michael Bracewell,100.0
RCB Vs Royals,RCB,7,Anuj Rawat,29,11,3,2,263.63,0,60,Anuj Rawat,263.6363636363636
RCB Vs Royals,Royals,1,Yashasvi Jaiswal,0,2,0,0,0.00,1,60,Yashasvi Jaiswal,0.0
RCB Vs Royals,Royals,2,Jos Buttler,0,2,0,0,0.00,1,60,Jos Buttler,0.0
RCB Vs Royals,Royals,3,Sanju Samson(c) ,4,5,1,0,80.00,1,60,Sanju Samson ,80.0
RCB Vs Royals,Royals,4,Joe Root,10,15,1,0,66.66,1,60,Joe Root,66.66666666666666
RCB Vs Royals,Royals,5,Devdutt Padikkal,4,4,1,0,100.00,1,60,Devdutt Padikkal,100.0
RCB Vs Royals,Royals,6,Shimron Hetmyer,35,19,1,4,184.21,1,60,Shimron Hetmyer,184.21052631578948
RCB Vs Royals,Royals,7,Dhruv Jurel,1,7,0,0,14.28,1,60,Dhruv Jurel,14.285714285714285
RCB Vs Royals,Royals,8,Ravichandran Ashwin,0,0,0,0,-,1,60,Ravichandran Ashwin,0.0
RCB Vs Royals,Royals,9,Adam Zampa,2,6,0,0,33.33,1,60,Adam Zampa,33.33333333333333
RCB Vs Royals,Royals,10,Sandeep Sharma,0,1,0,0,0.00,0,60,Sandeep Sharma,0.0
RCB Vs Royals,Royals,11,KM Asif,0,2,0,0,0.00,1,60,KM Asif,0.0
Super Kings Vs KKR,Super Kings,1,Ruturaj Gaikwad,17,13,2,0,130.76,1,61,Ruturaj Gaikwad,130.76923076923077
Super Kings Vs KKR,Super Kings,2,Devon Conway,30,28,3,0,107.14,1,61,Devon Conway,107.14285714285714
Super Kings Vs KKR,Super Kings,3,Ajinkya Rahane,16,11,1,1,145.45,1,61,Ajinkya Rahane,145.45454545454547
